,conm,type,cik,date,path
32529,DUPONT E I DE NEMOURS & CO,10-Q,30554,2020-08-06,https://www.sec.gov/Archives/edgar/data/30554/0001755672-20-000021-index.htm
32530,DURATIONAL CAPITAL MANAGEMENT LP,13F-HR,1765888,2020-08-14,https://www.sec.gov/Archives/edgar/data/1765888/0001387131-20-007429-index.htm
32531,DURECT CORP,10-Q,1082038,2020-08-04,https://www.sec.gov/Archives/edgar/data/1082038/0001564590-20-035896-index.htm
32532,DXC Technology Co,10-Q,1688568,2020-08-07,https://www.sec.gov/Archives/edgar/data/1688568/0001688568-20-000058-index.htm
32533,DXC Technology Co,DEF 14A,1688568,2020-07-02,https://www.sec.gov/Archives/edgar/data/1688568/0001193125-20-186824-index.htm
32534,DXP ENTERPRISES INC,10-Q,1020710,2020-08-10,https://www.sec.gov/Archives/edgar/data/1020710/0001020710-20-000061-index.htm
32535,DYADIC INTERNATIONAL INC,10-Q,1213809,2020-08-13,https://www.sec.gov/Archives/edgar/data/1213809/0001213809-20-000028-index.htm
32536,DYNAMO INTERNACIONAL GESTAO DE RECURSOS LTDA.,13F-HR,1546790,2020-08-14,https://www.sec.gov/Archives/edgar/data/1546790/0000947871-20-000681-index.htm
32537,DYNARESOURCE INC,10-Q,1111741,2020-07-13,https://www.sec.gov/Archives/edgar/data/1111741/0001121781-20-000054-index.htm
32538,DYNARESOURCE INC,NT 10-Q,1111741,2020-08-14,https://www.sec.gov/Archives/edgar/data/1111741/0001121781-20-000060-index.htm
32539,DYNAVAX TECHNOLOGIES CORP,10-Q,1029142,2020-08-06,https://www.sec.gov/Archives/edgar/data/1029142/0001564590-20-037730-index.htm
32540,DYNEX CAPITAL INC,10-Q,826675,2020-08-03,https://www.sec.gov/Archives/edgar/data/826675/0000826675-20-000053-index.htm
32541,"DZ BANK AG Deutsche Zentral Genossenschafts Bank, Frankfurt",13F-HR,1694217,2020-08-14,https://www.sec.gov/Archives/edgar/data/1694217/0001567619-20-015316-index.htm
32542,"Dai-Ichi Life Insurance Company, Ltd",13F-HR,1697728,2020-08-12,https://www.sec.gov/Archives/edgar/data/1697728/0000950123-20-008362-index.htm
32543,"Dai-ichi Life Holdings, Inc.",13F-HR,948518,2020-08-12,https://www.sec.gov/Archives/edgar/data/948518/0000950123-20-008356-index.htm
32544,Daiwa Securities Group Inc.,13F-HR,1481045,2020-08-11,https://www.sec.gov/Archives/edgar/data/1481045/0001481045-20-000004-index.htm
32545,Dakota Wealth Management,13F-HR,1631353,2020-08-07,https://www.sec.gov/Archives/edgar/data/1631353/0001085146-20-002048-index.htm
32546,"Dalal Street, LLC",13F-HR,1549575,2020-08-13,https://www.sec.gov/Archives/edgar/data/1549575/0001549575-20-000010-index.htm
32547,Dalton Investments LLC,13F-HR,1388838,2020-08-13,https://www.sec.gov/Archives/edgar/data/1388838/0001172661-20-001668-index.htm
32548,"Dana Investment Advisors, Inc.",13F-HR,1427514,2020-08-11,https://www.sec.gov/Archives/edgar/data/1427514/0001427514-20-000004-index.htm
32549,"Danda Trouve Investment Management, Inc.",13F-HR,1805604,2020-08-03,https://www.sec.gov/Archives/edgar/data/1805604/0001214659-20-006700-index.htm
32550,"Daniels Corporate Advisory Company, Inc.",10-Q,1498291,2020-07-15,https://www.sec.gov/Archives/edgar/data/1498291/0001493152-20-013326-index.htm
32551,"Dare Bioscience, Inc.",10-Q,1401914,2020-08-12,https://www.sec.gov/Archives/edgar/data/1401914/0001401914-20-000105-index.htm
32552,DarioHealth Corp.,10-Q,1533998,2020-08-12,https://www.sec.gov/Archives/edgar/data/1533998/0001104659-20-093377-index.htm
32553,"DarkPulse, Inc.",10-Q,866439,2020-08-13,https://www.sec.gov/Archives/edgar/data/866439/0001683168-20-002681-index.htm
32554,Darsana Capital Partners LP,13F-HR,1609098,2020-08-14,https://www.sec.gov/Archives/edgar/data/1609098/0001172661-20-001688-index.htm
32555,"Daseke, Inc.",10-Q,1642453,2020-08-06,https://www.sec.gov/Archives/edgar/data/1642453/0001558370-20-009712-index.htm
32556,Data Call Technologies,10-Q,1321828,2020-08-03,https://www.sec.gov/Archives/edgar/data/1321828/0001493152-20-014464-index.htm
32557,Data Storage Corp,NT 10-Q,1419951,2020-08-14,https://www.sec.gov/Archives/edgar/data/1419951/0001731122-20-000863-index.htm
32558,"Data443 Risk Mitigation, Inc.",10-Q,1068689,2020-08-06,https://www.sec.gov/Archives/edgar/data/1068689/0001493152-20-014876-index.htm
32559,"Datadog, Inc.",10-Q,1561550,2020-08-10,https://www.sec.gov/Archives/edgar/data/1561550/0001564590-20-038405-index.htm
32560,David R. Rahn & Associates Inc.,13F-HR,1510809,2020-07-14,https://www.sec.gov/Archives/edgar/data/1510809/0001172661-20-001532-index.htm
32561,Davide Leone & Partners Investment Co Ltd.,13F-HR,1767846,2020-08-14,https://www.sec.gov/Archives/edgar/data/1767846/0001172661-20-001695-index.htm
32562,Davidson Capital Management Inc.,13F-HR,1808748,2020-08-13,https://www.sec.gov/Archives/edgar/data/1808748/0001808748-20-000004-index.htm
32563,Davis Capital Management,13F-HR,1811806,2020-07-29,https://www.sec.gov/Archives/edgar/data/1811806/0001811806-20-000003-index.htm
32564,Davy Global Fund Management Ltd,13F-HR,1620943,2020-07-22,https://www.sec.gov/Archives/edgar/data/1620943/0001213900-20-018251-index.htm
32565,"Day & Ennis, LLC",13F-HR,1535677,2020-07-22,https://www.sec.gov/Archives/edgar/data/1535677/0001535677-20-000005-index.htm
32566,"DeDora Capital, Inc.",13F-HR,1717658,2020-07-31,https://www.sec.gov/Archives/edgar/data/1717658/0001085146-20-001929-index.htm
32567,DeGreen Capital Management LLC,13F-HR,1536333,2020-07-13,https://www.sec.gov/Archives/edgar/data/1536333/0001536333-20-000003-index.htm
32568,Dean Capital Management,13F-HR,1455468,2020-08-14,https://www.sec.gov/Archives/edgar/data/1455468/0001455468-20-000004-index.htm
32569,"Deane Retirement Strategies, Inc.",13F-HR,1659346,2020-07-07,https://www.sec.gov/Archives/edgar/data/1659346/0001659346-20-000005-index.htm
32570,"Decatur Capital Management, Inc.",13F-HR,1505961,2020-08-04,https://www.sec.gov/Archives/edgar/data/1505961/0000909012-20-000109-index.htm
32571,Deccan Value Investors L.P.,13F-HR,1511702,2020-08-14,https://www.sec.gov/Archives/edgar/data/1511702/0001172661-20-001823-index.htm
32572,"Deciphera Pharmaceuticals, Inc.",10-Q,1654151,2020-08-04,https://www.sec.gov/Archives/edgar/data/1654151/0001654151-20-000009-index.htm
32573,Deep Basin Capital LP,13F-HR,1719655,2020-08-14,https://www.sec.gov/Archives/edgar/data/1719655/0000950123-20-009101-index.htm
32574,"Deep Down, Inc.",10-Q,1110607,2020-08-10,https://www.sec.gov/Archives/edgar/data/1110607/0001683168-20-002603-index.htm
32575,"Deep Down, Inc.",10-Q/A,1110607,2020-08-11,https://www.sec.gov/Archives/edgar/data/1110607/0001683168-20-002612-index.htm
32576,Deep Field Asset Management LLC,13F-HR,1675187,2020-08-14,https://www.sec.gov/Archives/edgar/data/1675187/0001172661-20-001767-index.htm
32577,"Deep Green Waste & Recycling, Inc.",10-Q,1637866,2020-07-30,https://www.sec.gov/Archives/edgar/data/1637866/0001493152-20-014255-index.htm
32578,DeepCurrents Investment Group LLC,13F-HR,1754535,2020-08-14,https://www.sec.gov/Archives/edgar/data/1754535/0001387131-20-007494-index.htm
32579,Deer Park Road Corp,13F-HR,1702490,2020-08-14,https://www.sec.gov/Archives/edgar/data/1702490/0001567619-20-015496-index.htm
32580,Deer VII & Co. Ltd.,13F-HR,1540726,2020-08-14,https://www.sec.gov/Archives/edgar/data/1540726/0000950123-20-009114-index.htm
32581,Deer VIII & Co. Ltd.,13F-HR,1559311,2020-08-14,https://www.sec.gov/Archives/edgar/data/1559311/0000950123-20-009079-index.htm
32582,"Defender Capital, LLC.",13F-HR,1766929,2020-07-10,https://www.sec.gov/Archives/edgar/data/1766929/0001766929-20-000003-index.htm
32583,DekaBank Deutsche Girozentrale,13F-HR,1456228,2020-08-04,https://www.sec.gov/Archives/edgar/data/1456228/0000947871-20-000659-index.htm
32584,"Del Taco Restaurants, Inc.",10-Q,1585583,2020-07-24,https://www.sec.gov/Archives/edgar/data/1585583/0001585583-20-000063-index.htm
32585,Delaney Dennis R,13F-HR,1661536,2020-07-28,https://www.sec.gov/Archives/edgar/data/1661536/0001661536-20-000003-index.htm
32586,Delaware Enhanced Global Dividend & Income Fund,DEF 14A,1396167,2020-07-15,https://www.sec.gov/Archives/edgar/data/1396167/0001206774-20-002085-index.htm
32587,Delaware Enhanced Global Dividend & Income Fund,DEF 14A,1396167,2020-08-03,https://www.sec.gov/Archives/edgar/data/1396167/0001137439-20-000677-index.htm
32588,"Delaware Investments Colorado Municipal Income Fund, Inc.",DEF 14A,907573,2020-07-15,https://www.sec.gov/Archives/edgar/data/907573/0001206774-20-002085-index.htm
32589,Delaware Investments National Municipal Income Fund,DEF 14A,895574,2020-07-15,https://www.sec.gov/Archives/edgar/data/895574/0001206774-20-002085-index.htm
32590,"Delek Logistics Partners, LP",10-Q,1552797,2020-08-07,https://www.sec.gov/Archives/edgar/data/1552797/0001552797-20-000068-index.htm
32591,"Delek US Holdings, Inc.",10-Q,1694426,2020-08-07,https://www.sec.gov/Archives/edgar/data/1694426/0001694426-20-000096-index.htm
32592,Delphi Technologies PLC,10-Q,1707092,2020-08-05,https://www.sec.gov/Archives/edgar/data/1707092/0001707092-20-000019-index.htm
32593,"Delta Investment Management, LLC",13F-HR,1757043,2020-08-05,https://www.sec.gov/Archives/edgar/data/1757043/0001095449-20-000045-index.htm
32594,"Demars Financial Group, LLC",13F-HR,1723115,2020-08-11,https://www.sec.gov/Archives/edgar/data/1723115/0001723115-20-000006-index.htm
32595,Dempze Nancy E,13F-HR,1592614,2020-07-28,https://www.sec.gov/Archives/edgar/data/1592614/0001592614-20-000003-index.htm
32596,Denali Therapeutics Inc.,10-Q,1714899,2020-08-07,https://www.sec.gov/Archives/edgar/data/1714899/0001714899-20-000092-index.htm
32597,"DermTech, Inc.",10-Q,1651944,2020-08-05,https://www.sec.gov/Archives/edgar/data/1651944/0001564590-20-036881-index.htm
32598,Deseo Swimwear Inc.,10-Q,1670196,2020-08-14,https://www.sec.gov/Archives/edgar/data/1670196/0001477932-20-004959-index.htm
32599,Deseret Mutual Benefit Administrators,13F-HR,1789351,2020-07-30,https://www.sec.gov/Archives/edgar/data/1789351/0001789351-20-000007-index.htm
32600,Desert Hawk Gold Corp.,10-Q,1168081,2020-08-07,https://www.sec.gov/Archives/edgar/data/1168081/0001213900-20-020893-index.htm
32601,Desert Hawk Gold Corp.,10-Q/A,1168081,2020-07-06,https://www.sec.gov/Archives/edgar/data/1168081/0001213900-20-016686-index.htm
32602,Destination Wealth Management,13F-HR,1278573,2020-08-14,https://www.sec.gov/Archives/edgar/data/1278573/0001278573-20-000008-index.htm
32603,"Detalus Advisors, LLC",13F-HR,1799677,2020-08-13,https://www.sec.gov/Archives/edgar/data/1799677/0001799677-20-000006-index.htm
32604,"DiMeo Schneider & Associates, L.L.C.",13F-HR,1729866,2020-08-11,https://www.sec.gov/Archives/edgar/data/1729866/0001725547-20-000071-index.htm
32605,DiaMedica Therapeutics Inc.,10-Q,1401040,2020-08-11,https://www.sec.gov/Archives/edgar/data/1401040/0001437749-20-017514-index.htm
32606,Diameter Capital Partners LP,13F-HR,1727012,2020-08-14,https://www.sec.gov/Archives/edgar/data/1727012/0001172661-20-001773-index.htm
32607,"Diametric Capital, LP",13F-HR,1719087,2020-08-14,https://www.sec.gov/Archives/edgar/data/1719087/0001719087-20-000007-index.htm
32608,Diamond S Shipping Inc.,10-Q,1761940,2020-08-14,https://www.sec.gov/Archives/edgar/data/1761940/0001104659-20-095549-index.htm
32609,DiamondPeak Holdings Corp.,10-Q,1759546,2020-08-13,https://www.sec.gov/Archives/edgar/data/1759546/0001213900-20-021870-index.htm
32610,DiamondRock Hospitality Co,10-Q,1298946,2020-08-10,https://www.sec.gov/Archives/edgar/data/1298946/0001298946-20-000082-index.htm
32611,"Diamondback Energy, Inc.",10-Q,1539838,2020-08-10,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-20-000101-index.htm
32612,Diana Davis Spencer Foundation,13F-HR,1633391,2020-08-14,https://www.sec.gov/Archives/edgar/data/1633391/0001104659-20-095207-index.htm
32613,Dicerna Pharmaceuticals Inc,10-Q,1399529,2020-08-06,https://www.sec.gov/Archives/edgar/data/1399529/0001399529-20-000054-index.htm
32614,Diffusion Pharmaceuticals Inc.,10-Q,1053691,2020-08-07,https://www.sec.gov/Archives/edgar/data/1053691/0001437749-20-017080-index.htm
32615,Digimarc CORP,10-Q,1438231,2020-07-30,https://www.sec.gov/Archives/edgar/data/1438231/0001564590-20-034744-index.htm
32616,"Digipath, Inc.",10-Q,1502966,2020-08-14,https://www.sec.gov/Archives/edgar/data/1502966/0001493152-20-015894-index.htm
32617,"Digital Brand Media & Marketing Group, Inc.",10-Q,1127475,2020-07-14,https://www.sec.gov/Archives/edgar/data/1127475/0001185185-20-000998-index.htm
32618,"Digital Development Partners, Inc.",10-K,1409999,2020-07-14,https://www.sec.gov/Archives/edgar/data/1409999/0001104659-20-083473-index.htm
32619,"Digital Development Partners, Inc.",10-Q,1409999,2020-08-10,https://www.sec.gov/Archives/edgar/data/1409999/0001477932-20-004698-index.htm
32620,"Digital Development Partners, Inc.",10-Q/A,1409999,2020-08-11,https://www.sec.gov/Archives/edgar/data/1409999/0001477932-20-004711-index.htm
32621,"Digital Locations, Inc.",10-Q,1407878,2020-08-13,https://www.sec.gov/Archives/edgar/data/1407878/0001477932-20-004814-index.htm
32622,"Digital Media Solutions, Inc.",10-Q,1725134,2020-08-10,https://www.sec.gov/Archives/edgar/data/1725134/0001193125-20-215049-index.htm
32623,"Digital Turbine, Inc.",10-Q,317788,2020-08-05,https://www.sec.gov/Archives/edgar/data/317788/0001628280-20-011809-index.htm
32624,"Digital Turbine, Inc.",DEF 14A,317788,2020-07-29,https://www.sec.gov/Archives/edgar/data/317788/0001628280-20-010834-index.htm
32625,"Diligent Investors, LLC",13F-HR,1549042,2020-07-09,https://www.sec.gov/Archives/edgar/data/1549042/0001085146-20-001718-index.htm
32626,"Dine Brands Global, Inc.",10-Q,49754,2020-07-29,https://www.sec.gov/Archives/edgar/data/49754/0000049754-20-000015-index.htm
32627,"Disciplined Investments, LLC",13F-HR,1812492,2020-08-13,https://www.sec.gov/Archives/edgar/data/1812492/0001812492-20-000004-index.htm
32628,Discover Financial Services,10-Q,1393612,2020-07-27,https://www.sec.gov/Archives/edgar/data/1393612/0001393612-20-000030-index.htm
32629,Discovery Energy Corp.,10-K,1435387,2020-07-17,https://www.sec.gov/Archives/edgar/data/1435387/0001493152-20-013485-index.htm
32630,Discovery Energy Corp.,10-K/A,1435387,2020-07-30,https://www.sec.gov/Archives/edgar/data/1435387/0001493152-20-014221-index.htm
32631,Discovery Energy Corp.,10-Q,1435387,2020-07-20,https://www.sec.gov/Archives/edgar/data/1435387/0001493152-20-013636-index.htm
32632,Discovery Energy Corp.,NT 10-K,1435387,2020-07-13,https://www.sec.gov/Archives/edgar/data/1435387/0001493152-20-013188-index.htm
32633,Discovery Energy Corp.,NT 10-Q,1435387,2020-07-15,https://www.sec.gov/Archives/edgar/data/1435387/0001493152-20-013306-index.htm
32634,Discovery Value Fund,13F-HR,1750451,2020-08-07,https://www.sec.gov/Archives/edgar/data/1750451/0001750451-20-000008-index.htm
32635,"Discovery, Inc.",10-Q,1437107,2020-08-05,https://www.sec.gov/Archives/edgar/data/1437107/0001437107-20-000069-index.htm
32636,"Diversicare Healthcare Services, Inc.",10-Q,919956,2020-08-06,https://www.sec.gov/Archives/edgar/data/919956/0000919956-20-000037-index.htm
32637,"Diversified Investment Strategies, LLC",13F-HR,1427196,2020-08-05,https://www.sec.gov/Archives/edgar/data/1427196/0001427196-20-000003-index.htm
32638,"Diversified Portfolios, Inc.",13F-HR,1634212,2020-08-04,https://www.sec.gov/Archives/edgar/data/1634212/0000905729-20-000183-index.htm
32639,Diversified Trust Co,13F-HR,1479844,2020-07-07,https://www.sec.gov/Archives/edgar/data/1479844/0001479844-20-000003-index.htm
32640,Divisar Capital Management LLC,13F-HR,1645721,2020-08-14,https://www.sec.gov/Archives/edgar/data/1645721/0001645721-20-000013-index.htm
32641,DnB Asset Management AS,13F-HR,1456670,2020-07-08,https://www.sec.gov/Archives/edgar/data/1456670/0000950123-20-006797-index.htm
32642,"Dolby Laboratories, Inc.",10-Q,1308547,2020-08-03,https://www.sec.gov/Archives/edgar/data/1308547/0001628280-20-011486-index.htm
32643,"Dolphin Entertainment, Inc.",10-Q,1282224,2020-07-13,https://www.sec.gov/Archives/edgar/data/1282224/0001553350-20-000614-index.htm
32644,"Dolphin Entertainment, Inc.",NT 10-Q/A,1282224,2020-07-01,https://www.sec.gov/Archives/edgar/data/1282224/0001553350-20-000582-index.htm
32645,"Domani Wealth, LLC",13F-HR,1634553,2020-07-24,https://www.sec.gov/Archives/edgar/data/1634553/0001634553-20-000004-index.htm
32646,Domtar CORP,10-Q,1381531,2020-08-07,https://www.sec.gov/Archives/edgar/data/1381531/0001564590-20-038157-index.htm
32647,"Donald L. Hagan, LLC",13F-HR,1638049,2020-08-03,https://www.sec.gov/Archives/edgar/data/1638049/0001606587-20-000792-index.htm
32648,Dongxing International Inc.,10-K,1500861,2020-08-13,https://www.sec.gov/Archives/edgar/data/1500861/0001262463-20-000318-index.htm
32649,"Donnelley Financial Solutions, Inc.",10-Q,1669811,2020-08-05,https://www.sec.gov/Archives/edgar/data/1669811/0001564590-20-036802-index.htm
32650,"Dorman Products, Inc.",10-Q,868780,2020-07-30,https://www.sec.gov/Archives/edgar/data/868780/0001564590-20-034482-index.htm
32651,"Dorsal Capital Management, LLC",13F-HR,1547007,2020-08-14,https://www.sec.gov/Archives/edgar/data/1547007/0001172661-20-001753-index.htm
32652,Dorsey & Whitney Trust CO LLC,13F-HR,1384042,2020-08-13,https://www.sec.gov/Archives/edgar/data/1384042/0001062993-20-003883-index.htm
32653,"Dorsey Asset Management, LLC",13F-HR,1671657,2020-08-14,https://www.sec.gov/Archives/edgar/data/1671657/0001398344-20-015802-index.htm
32654,Dorsey Wright & Associates,13F-HR,1376772,2020-07-23,https://www.sec.gov/Archives/edgar/data/1376772/0001376772-20-000004-index.htm
32655,Dougherty Wealth Advisers LLC,13F-HR,1755933,2020-08-11,https://www.sec.gov/Archives/edgar/data/1755933/0001755933-20-000005-index.htm
32656,Douglas Emmett Inc,10-Q,1364250,2020-08-07,https://www.sec.gov/Archives/edgar/data/1364250/0001364250-20-000021-index.htm
32657,"Douglas Lane & Associates, LLC",13F-HR,1672594,2020-07-28,https://www.sec.gov/Archives/edgar/data/1672594/0001672594-20-000004-index.htm
32658,"Douglass Winthrop Advisors, LLC",13F-HR,1308527,2020-07-17,https://www.sec.gov/Archives/edgar/data/1308527/0001308527-20-000004-index.htm
32659,Doyle Wealth Management,13F-HR,1698219,2020-08-06,https://www.sec.gov/Archives/edgar/data/1698219/0001698219-20-000003-index.htm
32660,DraftKings Inc.,10-Q,1772757,2020-08-14,https://www.sec.gov/Archives/edgar/data/1772757/0001104659-20-095002-index.htm
32661,"Dragoneer Investment Group, LLC",13F-HR,1602189,2020-08-14,https://www.sec.gov/Archives/edgar/data/1602189/0001602189-20-000004-index.htm
32662,Dream Homes & Development Corp.,NT 10-Q,1518336,2020-08-13,https://www.sec.gov/Archives/edgar/data/1518336/0001493152-20-015479-index.htm
32663,Drexel Morgan & Co.,13F-HR,1508512,2020-08-11,https://www.sec.gov/Archives/edgar/data/1508512/0001104659-20-093085-index.htm
32664,Drive Shack Inc.,10-Q,1175483,2020-08-10,https://www.sec.gov/Archives/edgar/data/1175483/0001175483-20-000015-index.htm
32665,"Driven Deliveries, Inc.",10-Q,1629606,2020-08-11,https://www.sec.gov/Archives/edgar/data/1629606/0001213900-20-021302-index.htm
32666,"DuPont de Nemours, Inc.",10-Q,1666700,2020-07-31,https://www.sec.gov/Archives/edgar/data/1666700/0001666700-20-000042-index.htm
32667,Duke Energy CORP,10-Q,1326160,2020-08-10,https://www.sec.gov/Archives/edgar/data/1326160/0001326160-20-000201-index.htm
32668,"Duke Energy Carolinas, LLC",10-Q,30371,2020-08-10,https://www.sec.gov/Archives/edgar/data/30371/0001326160-20-000201-index.htm
32669,"Duke Energy Indiana, LLC",10-Q,81020,2020-08-10,https://www.sec.gov/Archives/edgar/data/81020/0001326160-20-000201-index.htm
32670,"Duke Energy Ohio, Inc.",10-Q,20290,2020-08-10,https://www.sec.gov/Archives/edgar/data/20290/0001326160-20-000201-index.htm
32671,"Dun & Bradstreet Holdings, Inc.",10-Q,1799208,2020-08-06,https://www.sec.gov/Archives/edgar/data/1799208/0001799208-20-000007-index.htm
32672,Dundas Partners LLP,13F-HR,1742418,2020-08-13,https://www.sec.gov/Archives/edgar/data/1742418/0001742418-20-000004-index.htm
32673,Duquesne Family Office LLC,13F-HR,1536411,2020-08-14,https://www.sec.gov/Archives/edgar/data/1536411/0001536411-20-000006-index.htm
32674,Durable Capital Partners LP,13F-HR,1798849,2020-08-14,https://www.sec.gov/Archives/edgar/data/1798849/0001798849-20-000008-index.htm
32675,Dutch Oven Gold Group Inc.,10-Q,1411168,2020-07-29,https://www.sec.gov/Archives/edgar/data/1411168/0001376474-20-000169-index.htm
